suburb,postcode,type,elevation,population,median_income,sqkm,lat,lng,Dist_CBD,Dist_Geelong,Dist_Ballarat
Ledcourt,3385,Rural locality,212,44,24388,97.26,-36.98764,142.56655,230.7604852371402,203.49273620210263,130.03175375219772
Mount Dryden,3381,Rural locality,205,6,58448,41.046,-37.04602,142.53271,230.95074924042436,201.7420911951752,129.61537801845498
Deep Lead,3385,Rural locality,228,204,28080,73.435,-36.99858,142.71081,218.61076205429765,193.0245672845512,118.41772214378804
Landsborough West,3384,Rural locality,251,41,27924,36.863,-37.00513,143.06727,190.05989146884065,170.2441718856647,92.64472235403106
Wattle Creek,3384,Rural locality,227,0,0,13.178,-36.96298,143.08193,191.2363442427943,172.95943177091914,94.91789189700856
Tulkara,3384,Rural locality,227,3,0,13.898,-36.94203,143.05201,194.7075562101801,176.45251126900115,98.44650671436683
Concongella,3384,Rural locality,226,133,36920,148.605,-37.05213,142.86358,203.8040453553057,179.0221308192981,103.79009307971845
Bellellen,3381,Rural locality,219,57,22724,18.152,-37.13396,142.69213,214.18302944149372,184.5814445610595,112.6211480720435
Grays Bridge,3477,Rural locality,137,3,0,23.94,-36.61858,142.89938,225.9571030580351,213.12245985384507,134.3482660119883
Wallaloo,3387,Rural locality,175,16,35724,42.617,-36.75478,142.87211,219.286968464527,202.6954485326925,124.51745196621484
Marnoo West,3387,Rural locality,156,17,35724,86.032,-36.70173,142.77169,230.0055634346469,212.96744250572,134.984054532185
Zumsteins,3401,Rural locality,479,0,0,256.558,-37.1132,142.35993,242.59159236860745,209.760340693566,140.61654364056903
Greens Creek,3387,Rural locality,219,52,22516,197.704,-36.92619,142.93896,204.29196573866597,184.37756114622044,106.99361223374922
Morrl Morrl,3387,Rural locality,217,4,0,37.377,-36.86497,142.90494,210.32516540865524,191.47470258121,113.81470389003547
Campbells Bridge,3387,Rural locality,187,27,49348,97.937,-36.92694,142.80641,214.58156704249663,192.3965991644897,116.01982449173175
Joel Joel,3384,Rural locality,217,22,22048,55.451,-37.0058,142.98677,196.31695704462177,174.9798403476303,98.01905734882703
Germania,3387,Rural locality,199,12,29900,22.528,-36.97662,142.75847,215.85535918006968,191.571723321048,116.21699169795532
Bulgana,3377,Rural locality,267,37,16848,91.349,-37.13624,142.99497,189.3126887795208,164.13348130369494,88.92705181215021
Joel South,3384,Rural locality,230,25,34528,59.072,-37.06465,143.00502,191.8949348331343,169.11793651598947,92.71038071076164
Shays Flat,3377,Rural locality,301,13,39624,53.467,-37.05851,143.11608,183.4299208632916,162.9258730233909,85.46502222836287
Elwood,3184,Major Urban locality,6,15543,60528,2.595,-37.88102,144.98575,7.715359207180458,63.21708661431951,106.25631372894875
Balaclava,3183,Major Urban locality,13,5396,49452,0.764,-37.87069,144.99485,6.896218634104796,64.46946042918478,106.64077907947475
St Kilda,3182,Major Urban locality,15,20230,52572,3.178,-37.86423,144.98148,5.816299647716093,63.80232416345488,105.30031149832064
St Kilda West,3182,Major Urban locality,9,3162,59956,0.529,-37.85845,144.97119,4.994670190831036,63.35047307506974,104.24112437069248
Ripponlea,3185,Major Urban locality,15,1576,46384,0.286,-37.87889,144.99467,7.732753988061265,64.01849984099702,106.91862401323468
Windsor,3181,Major Urban locality,23,7281,51844,1.082,-37.85461,144.99154,5.164580351229111,65.10438612131732,105.81004778764692
South Melbourne,3205,Major Urban locality,15,10920,54548,2.19,-37.83398,144.95629,2.298516960961088,63.69961079845703,102.1727502636065
Middle Park,3206,Major Urban locality,7,4143,63388,0.848,-37.85078,144.96227,4.090251866913333,63.12800037426716,103.23264620275047
Albert Park,3206,Major Urban locality,8,6215,60008,2.839,-37.84562,144.96136,3.5189325654572152,63.36644453464788,102.98197226456077
Avoca,3467,Urban locality,233,1193,23660,102.809,-37.06962,143.47286,155.42690324480233,142.8326562095978,63.883037317002746
Rathscar,3465,Rural locality,220,21,32760,47.569,-36.98879,143.55592,154.490144160662,146.86627952498353,68.64123696637806
Glenbrae,3352,Rural locality,429,30,27924,27.203,-37.34806,143.55556,134.4097911168816,113.27030176880024,34.983397163849006
Moonambel,3478,Rural locality,282,167,23088,63.125,-36.98432,143.31098,172.64404798158316,158.70139054967402,79.76969843491449
Glenlofty,3469,Rural locality,316,17,46800,57.092,-37.11333,143.2031,173.7684936705807,153.25560369154312,75.64173785778664
Mount Lonarch,3468,Rural locality,359,42,18824,69.977,-37.27356,143.39036,151.11201929538154,128.9309048162757,51.480785270312445
Trawalla,3373,Rural locality,380,141,30108,73.445,-37.44621,143.49933,135.22557719631422,108.21529591635748,33.25259669407103
Burnbank,3371,Rural locality,314,59,15132,44.443,-37.22946,143.59483,137.0513903808962,122.0353846180067,43.08044670770708
Lamplough,3352,Rural locality,278,61,20488,20.523,-37.14864,143.51495,147.64550001780452,133.42575790523748,54.44906810533666
Homebush,3465,Rural locality,241,36,21684,37.661,-37.03975,143.52868,153.141965500693,143.09688590328562,64.43985351425084
Rathscar West,3465,Rural locality,224,23,24648,22.27,-37.01139,143.49201,157.61466926013978,147.4632248576746,68.7146427381299
Chute,3373,Rural locality,434,18,28600,36.932,-37.30918,143.41171,147.80799761314665,124.70001535819593,47.57655460219716
Warrenmang,3478,Rural locality,444,17,27248,145.975,-37.07569,143.30473,167.83932866698296,150.8192480054302,72.20700835376739
Percydale,3478,Rural locality,295,39,21424,70.341,-37.07177,143.38679,161.78494676895505,146.87588331368735,67.95014314362827
Waterloo,3373,Rural locality,426,110,23556,73.696,-37.35359,143.43106,144.37065716854067,119.87191609048028,43.38424473438528
Tanwood,3478,Rural locality,255,26,22932,18.667,-37.0082,143.38704,165.5333477997082,152.70824812822687,73.7264388217752
Nowhere Creek,3469,Rural locality,420,17,27248,17.341,-37.12881,143.29347,165.8668063918989,146.79106989640442,68.60285307203675
Lexton,3352,Rural locality,310,231,23972,141.353,-37.25368,143.51639,141.95818987563754,123.74028679663448,44.9643406455376
Landsborough,3384,Rural locality,261,180,26884,91.743,-37.01949,143.14275,183.42668932644008,164.6739898516177,86.66145526325327
Amphitheatre,3468,Rural locality,329,248,22620,152.469,-37.20031,143.41129,152.93831490086424,134.0758151849666,55.61102066774782
Glenpatrick,3469,Rural locality,729,31,25116,19.553,-37.15348,143.33839,161.06595064101546,142.15958834612414,63.84723848199777
Langi Kal Kal,3352,Rural locality,393,400,27924,39.022,-37.37745,143.49245,138.3538152913406,114.28761226295389,37.38503332147309
Barkly,3384,Rural locality,298,43,18200,64.018,-36.95011,143.21903,181.57492217312355,166.55643861631847,87.78079110130372
Frenchmans,3384,Rural locality,301,13,23400,34.612,-36.9974,143.20848,179.61052646089144,162.92784515523252,84.39001063860988
Beaufort,3373,Urban locality,432,1539,24336,156.94,-37.4404,143.33452,149.30747581773088,119.108956465944,47.19290757495337
Snake Valley,3351,Rural locality,410,743,25220,57.623,-37.61307,143.59494,122.39525699329168,89.19519321410809,22.999614995927978
Cross Roads,3373,Rural locality,307,19,39624,54.767,-37.48634,143.21462,158.17635098309813,124.06328817274274,56.42424749944583
Stockyard Hill,3373,Rural locality,370,49,38792,114.788,-37.54542,143.29355,149.92084375508634,114.55851971059856,48.862937691579546
Raglan,3373,Rural locality,424,231,24960,124.257,-37.34154,143.313,154.6027117097095,128.04115294985152,53.11109504986291
Lake Wongan,3373,Rural locality,280,8,50024,24.373,-37.60423,143.14836,161.32489645710945,121.67926885339448,61.796254956332255
Lake Goldsmith,3373,Rural locality,366,29,18200,70.288,-37.53438,143.38916,141.95949921887149,108.64788192037427,40.51440350312642
Mena Park,3373,Rural locality,355,27,30628,38.669,-37.53682,143.47756,134.3147342652865,102.55500158823068,32.722694969159136
Nerring,3373,Rural locality,396,15,44200,18.757,-37.49748,143.44648,138.06260995161824,107.527176122116,36.05771143300468
Hillcrest,3351,Rural locality,421,95,25740,10.604,-37.61811,143.63401,118.9101642289617,86.2915243428654,19.859760582861615
Carngham,3351,Rural locality,368,146,29900,69.531,-37.55985,143.58847,124.20879481487712,93.68147880321584,22.83259054288546
Brewster,3352,Rural locality,393,51,25428,52.549,-37.49623,143.53005,131.00090749229744,102.3292627832819,28.90071898526748
Chepstowe,3351,Rural locality,373,61,20384,56.991,-37.59637,143.48727,132.06028042536627,97.59047428106204,31.989853201709877
Main Lead,3373,Rural locality,416,46,21424,3.253,-37.38703,143.37196,147.98728152325526,120.77974790116932,46.20143758942987
Stoneleigh,3373,Rural locality,322,45,31824,98.233,-37.59194,143.22645,154.75572028042416,116.51827269406672,54.840079682469
Mount Emu,3351,Rural locality,355,26,27300,56.393,-37.60048,143.40219,139.34251506051666,103.21912665970952,39.488202473355216
Carranballac,3361,Rural locality,270,42,29848,104.741,-37.68427,143.17373,157.97316713208656,115.44952339194973,60.90673519262281
Queenscliff,3225,Urban locality,4,1315,33332,3.352,-38.26736,144.64728,57.49567770793373,29.068136742277357,105.32985310312291
Swan Island,3225,Urban locality,4,0,0,2.933,-38.24881,144.68203,54.25107708192977,31.024752016134563,105.89115085720914
Leongatha,3953,Urban locality,82,5654,29848,41.379,-38.47204,145.94175,112.60491643609272,143.4201413342701,209.574027265222
Meeniyan,3956,Urban locality,28,771,29900,60.776,-38.57475,146.01196,124.73343881951988,152.40321155250834,220.4755405212295
Mirboo North,3871,Urban locality,257,2197,26208,95.664,-38.3942,146.14195,121.6675809908145,158.76780309438516,221.4210591834692
Venus Bay,3956,Urban locality,19,944,23036,41.579,-38.67298,145.78045,119.24352760279343,137.53046470626958,209.4858571655341
Darlimurla,3871,Rural locality,233,30,22516,16.282,-38.39062,146.21222,126.72264893273277,164.75363759437343,226.87139606254345
Walkerville South,3956,Rural locality,52,3,0,1.181,-38.85537,145.99442,146.6319096726262,163.1773422476681,236.43681355467632
Walkerville,3956,Rural locality,94,84,27924,39.117,-38.81194,145.99139,142.69983337488037,160.71599625888012,233.36106713705675
Tarwin Lower,3956,Rural locality,39,358,27872,206.015,-38.77306,145.91218,135.03295548615677,152.64154612446296,225.26623112703564
Stony Creek,3957,Rural locality,68,281,32812,65.313,-38.59319,146.09383,131.41480214651352,159.80668691156094,227.66881340312065
Tarwin,3956,Rural locality,49,56,24388,26.379,-38.59913,145.95452,122.99124710399566,148.51714146421665,217.5698671370784
Middle Tarwin,3956,Rural locality,11,95,43732,53.397,-38.67186,145.92856,127.31571398103152,149.2764967928813,220.00743284890677
Leongatha South,3953,Rural locality,51,628,32916,137.763,-38.55518,145.8689,114.28495007718948,139.89885691659472,208.67093478857245
Koonwarra,3954,Rural locality,31,404,33488,36.807,-38.55944,145.95147,119.72357416495012,146.87560650754645,215.07506649648107
Nerrena,3953,Rural locality,97,248,35100,36.614,-38.50473,146.01181,119.61416502159491,150.2281698803268,216.6661577489036
Hallston,3953,Rural locality,180,156,24024,49.435,-38.36341,146.04241,112.4979621672159,149.6640647458513,212.10276270907173
Baromi,3871,Urban locality,251,127,29484,0.969,-38.40362,146.17639,124.77398148999222,161.89961851259764,224.588934678915
Gunyah,3960,Rural locality,381,4,0,20.736,-38.54382,146.29008,141.56457391316755,174.75933455030486,240.172812241255
Dumbalk North,3956,Rural locality,104,95,23764,21.403,-38.51218,146.1692,130.94765313782526,163.70860707218478,229.19366732965807
Dollar,3871,Rural locality,272,57,28600,19.498,-38.55762,146.18068,134.76980357712833,165.93891228634087,232.39598799109675
Koorooman,3953,Rural locality,95,105,29900,19.929,-38.46798,146.02171,117.73004346715754,150.0824779815588,215.52476742354824
Boorool,3953,Rural locality,116,51,29380,14.36,-38.45255,146.05026,118.67712159837949,152.13124239419136,216.96672275547704
Wild Dog Valley,3953,Rural locality,109,62,27300,13.984,-38.37,145.94469,105.84241925180405,141.36510511485662,204.6771173297387
Mount Eccles,3953,Rural locality,199,104,29380,20.306,-38.37942,145.97402,108.53482024199724,144.06060228334516,207.43604925791396
Fairbank,3951,Rural locality,190,41,26936,9.6,-38.40426,145.93194,107.21157263158408,140.9511606693731,205.34694566460848
Walkerville North,3956,Rural locality,9,5,52624,0.381,-38.84037,146.00072,145.66501974302994,162.87877451150206,235.87948753986905
Allambee South,3871,Rural locality,127,76,23868,9.583,-38.35345,146.0948,115.80277777621848,154.0259284000828,215.83526629357723
Port Welshpool,3965,Rural locality,8,209,24700,8.866,-38.68624,146.47506,163.8274273409119,194.4965586417109,261.6880306095306
Toora,3962,Urban locality,100,681,25064,51.761,-38.65213,146.31931,150.72639773344497,180.45857293736668,247.97547039762657
Foster,3960,Urban locality,23,1842,24804,114.14,-38.67585,146.20871,144.9752924817234,172.17268504725334,240.9016717837393
Sandy Point,3959,Rural locality,5,270,28028,44.758,-38.82277,146.13322,151.67014573407067,172.29203319932498,244.10224584406663
Yanakie,3960,Rural locality,15,251,33956,90.75,-38.80188,146.20349,154.20993140317773,176.87789462264303,247.8756710163364
Waratah Bay,3959,Rural locality,36,56,24856,9.244,-38.79966,146.05591,145.27686297332352,165.1377589815321,237.1292467842545
Fish Creek,3959,Rural locality,89,827,29640,157.615,-38.72676,146.06902,140.0825571130595,162.87436181939077,233.54774028645
Port Franklin,3964,Rural locality,6,134,26208,2.893,-38.68476,146.26965,149.6436328720478,177.4951683988604,245.97785061464296
Foster North,3960,Rural locality,256,165,23608,43.99,-38.61185,146.16717,137.61630814691696,166.50864911530903,234.23987811111445
Woorarra West,3960,Rural locality,216,56,23816,8.201,-38.59372,146.22159,140.03781708143558,170.45211267739884,237.41985099586427
Binginwarri,3966,Rural locality,98,130,26728,58.101,-38.59432,146.44841,156.12058589739317,189.48089134783436,255.00377383733195
Toora North,3962,Rural locality,190,103,26988,36.722,-38.60714,146.33723,148.97405337913673,180.52364708613248,247.0077210170597
Hedley,3967,Rural locality,5,125,25532,87.959,-38.66453,146.55563,168.1964789708016,200.5144898630972,266.8106313034945
Welshpool,3966,Rural locality,18,331,24128,53.451,-38.66799,146.43906,160.1059688572615,190.9138319262152,257.97765764756343
Hazel Park,3966,Rural locality,167,41,34580,12.575,-38.63462,146.38978,154.4641785339738,185.75389149272888,252.4668840804554
Woorarra East,3962,Rural locality,187,40,28912,10.156,-38.60634,146.38016,151.96200169727686,184.09355957175663,250.2877383243063
Wonga,3960,Rural locality,307,33,28912,14.223,-38.60113,146.25379,142.75696574557904,173.36919976709223,240.27629114243163
Turtons Creek,3960,Rural locality,329,30,22100,24.301,-38.54672,146.22728,137.29243262780798,169.54378099047432,235.43664930687797
Mount Best,3960,Rural locality,335,16,23400,15.995,-38.587,146.29551,144.72420658291384,176.43014515537706,242.7587571838811
Wilsons Promontory,3960,Rural locality,11,13,71500,481.508,-38.96855,146.4389,181.72789630880277,203.1527573959832,275.09535343230067
Korumburra,3950,Urban locality,232,4469,26416,59.943,-38.43874,145.82344,102.42201849054187,132.53296626378994,198.754560071173
Kardella South,3950,Rural locality,161,108,32448,10.014,-38.45709,145.87217,106.93963764831804,137.14007253949876,203.45649048481064
Korumburra South,3950,Rural locality,100,103,27924,15.906,-38.47961,145.84404,106.83373834867808,135.4008738435031,202.53959517771196
Bena,3951,Rural locality,169,294,29120,46.16,-38.44511,145.73581,97.43593263482586,125.30573150067904,192.4583271632546
Jumbunna,3951,Rural locality,174,127,29900,17.25,-38.47203,145.75614,100.81970900452578,127.80284147711136,195.49935891914217
Arawata,3951,Rural locality,279,79,29120,22.539,-38.39477,145.87869,102.90562988468548,136.19451382111671,200.727356995969
Kardella,3951,Rural locality,182,172,27924,15.209,-38.4201,145.88434,105.06414043865036,137.24357533813958,202.4529971934592
Ranceby,3951,Rural locality,192,71,22516,18.278,-38.37398,145.8681,100.74975685231703,134.8614832128929,198.86539877673133
Poowong,3988,Urban locality,188,643,30368,49.582,-38.33981,145.76512,91.36621296755376,125.36954117250212,189.1345891937341
Jeetho,3945,Rural locality,157,106,31044,20.437,-38.40602,145.72447,93.65832480912464,123.30678815393118,189.44949537896795
Whitelaw,3950,Rural locality,196,29,26988,4.268,-38.43508,145.77779,99.24236604749971,128.5736203689892,195.08101145680027
Hamilton,3300,Urban locality,176,9974,29848,198.337,-37.74637,142.01476,259.2038004308095,209.6193647660428,162.65632164970822
Coleraine,3315,Urban locality,83,1029,25012,174.361,-37.58971,141.67985,289.90391187591086,242.50930085287027,191.0531026682201
Balmoral,3407,Rural locality,207,294,26104,242.641,-37.21323,141.82208,284.9561571121799,245.6283096175807,183.0688091157695
Konongwootong,3315,Rural locality,309,50,29900,98.232,-37.47171,141.66516,292.83545666386215,247.61300952822828,192.7278212398454
Rocklands,3401,Rural locality,234,14,23400,199.783,-37.23446,142.05399,264.497565684549,226.2150657363652,162.53483544694285
Vasey,3407,Rural locality,238,49,30628,126.732,-37.33585,141.88616,276.30592202699086,234.78693985512808,174.93748673525556
Englefield,3407,Rural locality,250,23,31148,41.539,-37.32502,141.81482,282.7260283814014,241.05692251600536,181.35540748211253
Gringegalgona,3315,Rural locality,239,21,29900,96.047,-37.42048,141.82383,279.91922167278346,236.34290818837232,179.22140043126817
Coojar,3315,Rural locality,242,38,40560,89.911,-37.36084,141.68432,293.2409014259117,250.2289087853169,192.2152923899692
Brit Brit,3315,Rural locality,298,39,27248,88.526,-37.40784,141.74067,287.396216699798,243.7098005343185,186.66969836733455
Hilgay,3315,Rural locality,90,19,20748,23.366,-37.62284,141.62835,294.06309869334274,245.92467921229087,195.64239063217525
Culla,3315,Rural locality,206,35,25116,67.871,-37.23805,141.57426,305.6058774209103,264.42946116094475,203.98475097853944
Harrow,3317,Rural locality,175,200,36036,383.59,-37.14389,141.59789,306.12943499699185,266.8682273872805,204.17277934117035
Tarrayoukyan,3315,Rural locality,210,21,44200,93.559,-37.30187,141.55682,305.58296035264004,263.12410997678865,204.29631799800356
Pigeon Ponds,3407,Rural locality,263,29,43316,81.53,-37.279,141.68775,294.79947947227254,253.40334798042997,193.28331156276587
Wootong Vale,3315,Rural locality,236,46,29900,37.083,-37.51701,141.74388,285.2532785845846,239.441106934481,185.53811122357575
Croxton East,3301,Rural locality,204,70,42484,75.222,-37.7758,142.22726,240.41101021800924,190.68462872248975,144.59707822483878
Bochara,3301,Rural locality,145,81,36712,58.085,-37.68869,141.89938,269.6986276108269,220.99385418496237,172.15435609766075
Yulecart,3301,Rural locality,169,127,44200,73.494,-37.75426,141.8788,271.1088849381582,221.0905547558937,174.63160090224764
Mount Napier,3301,Rural locality,309,17,35724,32.507,-37.89664,142.06349,254.71911166565243,202.25288323537487,161.27560569218713
Gazette,3289,Rural locality,238,43,46800,78.143,-37.91509,142.15562,246.69101327692425,193.9544705068826,153.8993890850552
Yatchaw,3301,Rural locality,196,26,24648,50.788,-37.84076,142.14107,247.85473654401903,196.5902202311626,153.32050312772097
Tabor,3289,Rural locality,203,39,38428,37.603,-37.8309,142.19375,243.2340921024528,192.25892256907773,148.56945563268525
Buckley Swamp,3301,Rural locality,210,25,38636,29.63,-37.85651,142.08857,252.46464097752428,200.8081116148813,158.1843367100037
Byaduk North,3300,Rural locality,170,119,32188,124.291,-37.86335,141.98925,261.1870645775965,209.27212539159868,166.88437465829705
Tarrington,3301,Rural locality,225,301,37076,55.874,-37.76819,142.11863,249.9822142447202,200.17616291973215,153.91329129445975
Woodhouse,3294,Rural locality,245,39,55900,65.27,-37.80902,142.41812,223.55521515452185,173.51345868179462,128.77289455322918
Cavendish,3314,Rural locality,227,334,30524,292.357,-37.4873,142.06516,257.684107404384,213.79085903911917,157.39190509373464
Mooralla,3314,Rural locality,250,83,34216,238.649,-37.38025,142.1085,256.0591372070121,214.81364691488903,154.77534768407372
Melville Forest,3315,Rural locality,249,42,36712,101.083,-37.48268,141.85473,276.1114624093723,231.39890962946197,175.9560961545186
Hensley Park,3301,Rural locality,219,59,45032,140.134,-37.62362,142.04203,257.78179085831056,210.8232060915457,159.2266392943327
Karabeal,3294,Rural locality,243,30,31148,69.957,-37.60094,142.19506,244.63953160935776,198.74554113302585,145.6814151469648
Mirranatwa,3294,Rural locality,253,26,27300,148.796,-37.42689,142.38562,231.03803334182123,190.42204207673808,129.82882289367868
Victoria Valley,3294,Rural locality,226,79,24648,185.496,-37.53444,142.32615,234.13529908701943,190.43632040519952,134.15370069673335
Strathkellar,3301,Rural locality,206,93,44200,39.17,-37.70175,142.11604,250.5812732463822,202.1776652692426,153.27576531046773
Warrayure,3301,Rural locality,205,24,23348,35.4,-37.71337,142.17379,245.4298889857411,196.9359693452597,148.34867350711562
Moutajup,3294,Rural locality,220,83,31408,105.008,-37.6844,142.2068,242.74879546259223,194.9978395100705,145.1492743872723
Grampians,3314,Rural locality,380,0,0,313.558,-37.36075,142.36257,234.60163029803687,195.51910029604187,132.93801326457222
Victoria Point,3294,Rural locality,341,17,22048,80.012,-37.50826,142.22426,243.4567495948748,199.8625365292401,143.2484099268242
Morgiana,3301,Rural locality,157,31,35100,32.181,-37.7303,141.84129,274.5256624887529,224.8870415097421,177.63474748213838
Prahran,3181,Major Urban locality,38,12982,56888,1.861,-37.85309,145.00244,5.557881060479951,66.01561776907785,106.67186281327746
Toorak,3142,Major Urban locality,51,12909,63284,4.273,-37.84103,145.01794,5.684814519102313,67.86819129106256,107.58340095090357
Armadale,3143,Major Urban locality,50,9054,55068,2.155,-37.8576,145.01992,6.9635065030826455,67.10028978340094,108.28625982363954
Malvern,3144,Major Urban locality,54,10066,58136,2.915,-37.85832,145.03534,8.040174952005415,68.24694467546726,109.60262449247814
Kooyong,3144,Major Urban locality,19,817,59644,0.506,-37.84108,145.03573,7.0619119082290815,69.21431018407016,109.08393690373184
Malvern East,3145,Major Urban locality,48,21707,41080,7.722,-37.87819,145.06463,11.42711053701532,69.51931528876875,112.72000020915478
Tamleugh,3669,Rural locality,156,51,34424,60.106,-36.5887,145.58808,147.06444002312494,205.20325826135976,188.48799199809264
Euroa,3666,Urban locality,187,3275,26936,187.293,-36.77292,145.55982,127.23250021377127,186.6753596898269,175.20066940340712
Marraweeney,3669,Rural locality,396,52,27924,42.844,-36.76517,145.72435,134.67482769628882,196.0242609242813,188.37700620472452
Strathbogie,3666,Rural locality,546,304,25740,168.691,-36.87725,145.75371,125.43955490807224,188.0301098530693,185.1108945928605
Boho,3669,Rural locality,215,68,37128,85.796,-36.66935,145.78345,146.54081039993676,207.6853849455788,198.21941588547975
Upton Hill,3664,Rural locality,457,23,37648,24.033,-36.89647,145.39407,108.90662495200144,167.04926482626112,155.58141548978864
Longwood,3665,Rural locality,181,240,27196,99.892,-36.80718,145.38666,118.05645866482271,175.10516811802805,160.04274908462105
Nagambie,3608,Urban locality,130,1886,29588,144.899,-36.7916,145.20633,115.70486336986237,168.89536505533846,147.6787644708212
Bailieston,3608,Rural locality,136,109,24024,93.599,-36.75527,145.08275,118.20111123999618,168.03303884746597,141.44223120958105
Kirwans Bridge,3608,Rural locality,137,136,27664,12.42,-36.72563,145.15071,122.15567497423233,173.44196638650632,148.21305054367954
Wirrate,3608,Rural locality,196,3,37700,63.99,-36.76785,144.98817,116.34787894540064,163.68403691672546,134.13028485690558
Moormbool West,3523,Rural locality,173,32,23400,139.62,-36.81458,144.85852,111.51385891472611,155.1224481678061,122.09152629912302
Graytown,3608,Rural locality,160,58,19344,34.681,-36.82814,144.94052,109.6406512303756,155.9440679305575,126.53268422739696
Goulburn Weir,3608,Rural locality,128,82,27300,19.516,-36.71475,145.17423,123.6519723978409,175.4007849283354,150.60273691971676
Wahring,3608,Rural locality,129,85,28600,111.09,-36.69704,145.24822,126.73942864279816,179.97992717267945,156.98641801288352
Tabilk,3607,Rural locality,136,131,36400,80.685,-36.8552,145.17477,108.24512849124984,161.31226640714843,141.32333798842984
Locksley,3665,Rural locality,177,110,32604,85.347,-36.8422,145.32009,112.57722413611026,168.73249039550322,152.95431222722124
Arcadia South,3631,Rural locality,125,75,28600,69.507,-36.59174,145.37509,140.72388219266776,195.5175807821696,173.13572191216173
Miepoll,3666,Rural locality,141,211,25688,99.841,-36.62156,145.47467,140.11988828521368,196.86692158681524,178.14726798849017
Riggs Creek,3666,Rural locality,159,30,24648,32.921,-36.66302,145.60304,139.96310526503072,198.96302637898629,184.92553641192453
Moglonemby,3666,Rural locality,153,27,28600,49.966,-36.65697,145.54235,138.50139148146158,196.60224042529387,180.79729064447423
Upotipotpon,3669,Rural locality,165,57,44200,75.253,-36.49403,145.77378,163.41672097729264,223.05470099687332,208.10854749075872
Koonda,3669,Rural locality,152,15,29900,24.587,-36.48893,145.75086,163.04721097930548,222.3903732531543,206.77116091302
Earlston,3669,Rural locality,144,79,31148,63.89,-36.53124,145.68178,156.20660818696535,215.07718241903683,199.012009929939
Balmattum,3666,Rural locality,207,110,34112,90.13,-36.70996,145.66418,137.55394396530343,197.74607700338535,186.77185378566256
Kelvin View,3666,Rural locality,564,64,35724,33.527,-36.82757,145.6656,126.0588454990681,187.335599435426,180.50104239271465
Kithbrook,3666,Rural locality,594,47,19136,38.176,-36.80229,145.72232,131.01617489519086,192.66749046492208,186.2775629493545
Sheans Creek,3666,Rural locality,235,33,24232,14.649,-36.77307,145.65216,130.818149712717,191.43996115255783,182.32360598219572
Gooram,3666,Rural locality,276,148,34320,108.705,-36.8937,145.61819,117.58205155102208,178.94620857920458,173.4341230913478
Longwood East,3666,Rural locality,217,95,35360,35.228,-36.82965,145.45693,117.84676394437706,176.32874587715648,164.10784082302942
Mitchellstown,3608,Rural locality,174,57,42432,52.672,-36.84617,145.04758,107.8772894410622,157.49819632727386,132.70721946442276
Pranjip,3666,Rural locality,146,18,31824,68.038,-36.73702,145.37499,125.17961602871245,181.30823238130105,163.4568151037191
Molka,3666,Rural locality,147,38,25116,120.645,-36.67879,145.40823,132.23804794575807,188.40255885540745,169.6089395651115
Creightons Creek,3666,Rural locality,254,138,32344,90.004,-36.86506,145.51809,116.36983528621164,176.1509753670693,166.94366188486256
Torquay,3228,Urban locality,36,13258,39728,34.306,-38.3127,144.32917,78.44802371182395,18.182671085731748,93.66896230127082
Jan Juc,3228,Urban locality,32,3683,43420,6.087,-38.34495,144.29913,82.83684861055085,22.127940518939536,95.76030061919298
Moriac,3240,Urban locality,91,782,37856,17.949,-38.25021,144.17473,84.37489392706635,18.94021704705309,81.85500598934429
Gnarwarre,3221,Rural locality,95,267,32708,69.015,-38.15035,144.14385,80.95088059955111,18.026426009861936,70.52584851169921
Freshwater Creek,3217,Rural locality,52,414,36140,53.556,-38.27019,144.24815,80.57269331386637,16.056092187612744,86.35273022280397
Barrabool,3221,Rural locality,143,235,49348,29.794,-38.16605,144.22763,75.4014973810599,10.847079768756329,75.11603931457998
Mount Moriac,3240,Rural locality,155,240,34060,40.649,-38.21043,144.18971,80.82481778450398,15.538503712428213,78.22624186454884
Bellbrae,3228,Rural locality,77,865,33852,50.799,-38.34169,144.23694,86.49657688431762,23.490630891716204,93.30014167103754
Bells Beach,3228,Rural locality,83,130,37700,11.561,-38.37674,144.26039,87.72527920119576,26.39830325503725,97.67759923551604
Modewarre,3240,Rural locality,122,276,38480,35.812,-38.26606,144.12193,89.1736281055356,23.741176634488745,82.02986746503524
Paraparap,3240,Rural locality,91,151,30212,36.315,-38.29876,144.18378,86.94854834878082,22.01013705377032,87.19332539489254
Buckley,3240,Rural locality,121,211,29900,58.764,-38.21915,144.0916,88.63871850136972,23.857652759128147,76.27120072954447
Anglesea,3230,Urban locality,46,2545,36972,96.76,-38.37935,144.1607,94.23782193027156,30.389463168674467,95.06544950768468
Gherang,3240,Rural locality,143,370,32656,28.602,-38.31109,144.10633,93.16665831654232,27.81817329937037,86.45764926055884
Eastern View,3231,Rural locality,201,35,46800,19.264,-38.45336,144.04309,107.3663518396643,43.07072527384591,100.71299743402768
Fairhaven,3231,Urban locality,96,296,36140,7.975,-38.45503,144.08237,104.94202838149552,41.18002998487379,101.53707455312718
Bambra,3241,Rural locality,216,101,36400,41.408,-38.3616,143.95219,107.39292850937515,41.95403933411766,89.51297961233108
